request_id,question,generated_sql,execution_success,result_row_count,result_preview,label,label_reason,timestamp
b537f25e-fe73-4e36-a77a-6b7ebfd5fe96,"10AX115H3F34E2SG 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='10AX115H3F34E2SG';",True,1,"[{""part_number"": ""10AX115H3F34E2SG"", ""description"": ""IC"", ""std_unit_cost"": 14000.0, ""std_selling_price"": 15400.0}]",1,,2026-02-27 08:25:45
1ca0804d-93dd-41bc-95d9-980159d122e2,10M16SAU169I7G의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='10M16SAU169I7G';",True,1,"[{""part_number"": ""10M16SAU169I7G"", ""initial_quantity"": 295, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:45
e0a6bd3e-8155-4534-a1fc-c29bae33ee7a,"213X4VCAA21 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='213X4VCAA21';",True,1,"[{""part_number"": ""213X4VCAA21"", ""description"": ""IC"", ""std_unit_cost"": 6000.0, ""std_selling_price"": 6600.0}]",1,,2026-02-27 08:25:45
b8fcf336-36af-4854-ac73-486c0db5bf8b,213X4VCAA21의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='213X4VCAA21';",True,1,"[{""part_number"": ""213X4VCAA21"", ""current_quantity"": 26260, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:45
9fa48bb5-3b55-4a2d-96a9-7eeaaea0a71e,213X4VCAA21의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='213X4VCAA21';",True,1,"[{""part_number"": ""213X4VCAA21"", ""initial_quantity"": 469, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:45
5490c601-bba8-4f78-9e69-1dc510dfa6a8,"215H48BGA21HG 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='215H48BGA21HG';",True,1,"[{""part_number"": ""215H48BGA21HG"", ""description"": ""IC"", ""std_unit_cost"": 11000.0, ""std_selling_price"": 12100.0}]",1,,2026-02-27 08:25:45
0463db3c-5328-4501-a8d9-610053be496a,215H48BGA21HG의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='215H48BGA21HG';",True,1,"[{""part_number"": ""215H48BGA21HG"", ""current_quantity"": 51534, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:45
150d5683-c36b-47a2-b509-4cb960edb678,215H48BGA21HG의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='215H48BGA21HG';",True,1,"[{""part_number"": ""215H48BGA21HG"", ""initial_quantity"": 716, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:45
1e61eaef-9e58-4a64-aa8c-f1cd2e97ff97,"216TQA6AVA12FG 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='216TQA6AVA12FG';",True,1,"[{""part_number"": ""216TQA6AVA12FG"", ""description"": ""IC"", ""std_unit_cost"": 12000.0, ""std_selling_price"": 13200.0}]",1,,2026-02-27 08:25:45
2f8b1b13-2b60-414e-90f2-7f8f70b2d24c,216TQA6AVA12FG의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='216TQA6AVA12FG';",True,1,"[{""part_number"": ""216TQA6AVA12FG"", ""current_quantity"": 48898, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
c23088c5-ffa6-4a3b-a5d4-4e71e4a466a8,216TQA6AVA12FG의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='216TQA6AVA12FG';",True,1,"[{""part_number"": ""216TQA6AVA12FG"", ""initial_quantity"": 331, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
9bc09477-70ea-4737-817c-94c32490efad,"25LC160BT-I/ST 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='25LC160BT-I/ST';",True,1,"[{""part_number"": ""25LC160BT-I/ST"", ""description"": ""IC"", ""std_unit_cost"": 11000.0, ""std_selling_price"": 12100.0}]",1,,2026-02-27 08:25:46
4da946a2-5ab7-4faa-9856-25344ae75f5c,25LC160BT-I/ST의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='25LC160BT-I/ST';",True,1,"[{""part_number"": ""25LC160BT-I/ST"", ""current_quantity"": 31751, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
e12ced2a-a59d-443a-a4e8-f1cbb5901757,25LC160BT-I/ST의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='25LC160BT-I/ST';",True,1,"[{""part_number"": ""25LC160BT-I/ST"", ""initial_quantity"": 692, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
2708c669-1755-42ee-ad4d-1c90e15c5545,"5AGTFD3H3F35I3NAA 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='5AGTFD3H3F35I3NAA';",True,1,"[{""part_number"": ""5AGTFD3H3F35I3NAA"", ""description"": ""IC"", ""std_unit_cost"": 10000.0, ""std_selling_price"": 11000.0}]",1,,2026-02-27 08:25:46
25b983b6-9eff-4676-9f04-5355cda97649,5AGTFD3H3F35I3NAA의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='5AGTFD3H3F35I3NAA';",True,1,"[{""part_number"": ""5AGTFD3H3F35I3NAA"", ""current_quantity"": 341, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
dbb31006-c82e-4c48-85a0-c5ecf82fc96c,5AGTFD3H3F35I3NAA의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='5AGTFD3H3F35I3NAA';",True,1,"[{""part_number"": ""5AGTFD3H3F35I3NAA"", ""initial_quantity"": 341, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
4c846a48-fb5f-4459-87d0-935bf8bc0f32,"5CEFA5F23I7N 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='5CEFA5F23I7N';",True,1,"[{""part_number"": ""5CEFA5F23I7N"", ""description"": ""IC"", ""std_unit_cost"": 10000.0, ""std_selling_price"": 11000.0}]",1,,2026-02-27 08:25:46
a316eb48-27fe-4970-835d-94036c3baf8f,5CEFA5F23I7N의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='5CEFA5F23I7N';",True,1,"[{""part_number"": ""5CEFA5F23I7N"", ""current_quantity"": 35713, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
26ee6211-e39a-448d-bee0-3b8a3fa87d59,5CEFA5F23I7N의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='5CEFA5F23I7N';",True,1,"[{""part_number"": ""5CEFA5F23I7N"", ""initial_quantity"": 792, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
5d7282f1-7265-4e2d-937c-2f252dffc083,"5CGTFD5C5F23I7N 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='5CGTFD5C5F23I7N';",True,1,"[{""part_number"": ""5CGTFD5C5F23I7N"", ""description"": ""IC"", ""std_unit_cost"": 11000.0, ""std_selling_price"": 12100.0}]",1,,2026-02-27 08:25:46
ca526c52-fd86-4076-bd82-6fa33f44125e,5CGTFD5C5F23I7N의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='5CGTFD5C5F23I7N';",True,1,"[{""part_number"": ""5CGTFD5C5F23I7N"", ""current_quantity"": 59643, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
9a414712-978b-408b-9d9c-815905d27375,5CGTFD5C5F23I7N의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='5CGTFD5C5F23I7N';",True,1,"[{""part_number"": ""5CGTFD5C5F23I7N"", ""initial_quantity"": 210, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
8268f89e-961a-4387-8b95-6db7a73e7213,"5J29902A 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='5J29902A';",True,1,"[{""part_number"": ""5J29902A"", ""description"": ""IC"", ""std_unit_cost"": 11000.0, ""std_selling_price"": 12100.0}]",1,,2026-02-27 08:25:46
636cacce-0d41-4148-ab13-989db0ec8956,5J29902A의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='5J29902A';",True,1,"[{""part_number"": ""5J29902A"", ""current_quantity"": 584, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
8e46e48d-92ed-47e8-b068-10b89b974867,5J29902A의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='5J29902A';",True,1,"[{""part_number"": ""5J29902A"", ""initial_quantity"": 584, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
142a4a4c-404b-4edd-bac8-65e96563552a,"64M29EWB 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='64M29EWB';",True,1,"[{""part_number"": ""64M29EWB"", ""description"": ""IC"", ""std_unit_cost"": 10000.0, ""std_selling_price"": 11000.0}]",1,,2026-02-27 08:25:46
d07f8bbc-95d8-4af4-bf96-ec25db820b15,64M29EWB의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='64M29EWB';",True,1,"[{""part_number"": ""64M29EWB"", ""current_quantity"": 36012, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
58669867-f823-4c07-a449-9168eb578f28,64M29EWB의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='64M29EWB';",True,1,"[{""part_number"": ""64M29EWB"", ""initial_quantity"": 498, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
17447432-f14b-431e-8b52-fa2c00accfde,"64M29EWL 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='64M29EWL';",True,1,"[{""part_number"": ""64M29EWL"", ""description"": ""IC"", ""std_unit_cost"": 8000.0, ""std_selling_price"": 8800.0}]",1,,2026-02-27 08:25:46
668cd81a-f775-4c56-910a-80ea08c13b46,64M29EWL의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='64M29EWL';",True,1,"[{""part_number"": ""64M29EWL"", ""current_quantity"": 33084, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
fcdd18f2-822e-410e-844a-d5629cbccd54,64M29EWL의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='64M29EWL';",True,1,"[{""part_number"": ""64M29EWL"", ""initial_quantity"": 731, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
b7e9778f-5e42-421a-bc1a-ac23ff758d84,"680-64-SM-G10-R14-1 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='680-64-SM-G10-R14-1';",True,1,"[{""part_number"": ""680-64-SM-G10-R14-1"", ""description"": ""IC"", ""std_unit_cost"": 14000.0, ""std_selling_price"": 15400.0}]",1,,2026-02-27 08:25:46
e8769927-48d7-452f-b61d-611ee0b27207,680-64-SM-G10-R14-1의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='680-64-SM-G10-R14-1';",True,1,"[{""part_number"": ""680-64-SM-G10-R14-1"", ""current_quantity"": 37824, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
dca6d918-6af4-4b81-b9ff-ad5cba332519,680-64-SM-G10-R14-1의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='680-64-SM-G10-R14-1';",True,1,"[{""part_number"": ""680-64-SM-G10-R14-1"", ""initial_quantity"": 629, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
3a039e4f-e3b1-4423-87b7-1476a9248303,"71V2556SA133BG 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='71V2556SA133BG';",True,1,"[{""part_number"": ""71V2556SA133BG"", ""description"": ""IC"", ""std_unit_cost"": 5000.0, ""std_selling_price"": 5500.0}]",1,,2026-02-27 08:25:46
e5ef2b0d-587c-46d7-86a6-29d9927fbc49,71V2556SA133BG의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='71V2556SA133BG';",True,1,"[{""part_number"": ""71V2556SA133BG"", ""current_quantity"": 40457, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
542f7b75-5e7b-49b5-bbb6-3153cdb0e3a0,71V2556SA133BG의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='71V2556SA133BG';",True,1,"[{""part_number"": ""71V2556SA133BG"", ""initial_quantity"": 379, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
22e7c02e-95c8-4814-b441-9ecf464073b5,"75K62100S83RX 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='75K62100S83RX';",True,1,"[{""part_number"": ""75K62100S83RX"", ""description"": ""IC"", ""std_unit_cost"": 15000.0, ""std_selling_price"": 16500.0}]",1,,2026-02-27 08:25:46
0fde85db-cec8-4e6e-8e71-464be21f88e5,75K62100S83RX의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='75K62100S83RX';",True,1,"[{""part_number"": ""75K62100S83RX"", ""current_quantity"": 43199, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
e2372da9-5347-4b37-8487-5817c10aaa24,75K62100S83RX의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='75K62100S83RX';",True,1,"[{""part_number"": ""75K62100S83RX"", ""initial_quantity"": 620, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
92de8412-5fe8-4c9d-8598-3050d71d2932,"80-CBR04C229B5G 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='80-CBR04C229B5G';",True,1,"[{""part_number"": ""80-CBR04C229B5G"", ""description"": ""IC"", ""std_unit_cost"": 8000.0, ""std_selling_price"": 8800.0}]",1,,2026-02-27 08:25:46
f0ab7532-d4d2-4e38-a7a7-7784282165bf,80-CBR04C229B5G의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='80-CBR04C229B5G';",True,1,"[{""part_number"": ""80-CBR04C229B5G"", ""current_quantity"": 42353, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
38e53932-374d-4d07-9a76-bc12fe9c3cad,80-CBR04C229B5G의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='80-CBR04C229B5G';",True,1,"[{""part_number"": ""80-CBR04C229B5G"", ""initial_quantity"": 369, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
54305d46-873e-40ab-ade4-f53187348a6f,"81-GCM188R71H104KA7D 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='81-GCM188R71H104KA7D';",True,1,"[{""part_number"": ""81-GCM188R71H104KA7D"", ""description"": ""IC"", ""std_unit_cost"": 5000.0, ""std_selling_price"": 5500.0}]",1,,2026-02-27 08:25:46
95d83b37-e5f1-497c-8817-d5a1dd0ec023,81-GCM188R71H104KA7D의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='81-GCM188R71H104KA7D';",True,1,"[{""part_number"": ""81-GCM188R71H104KA7D"", ""current_quantity"": 26226, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
7dcb6e80-555e-4b19-b488-f9ef739314cf,81-GCM188R71H104KA7D의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='81-GCM188R71H104KA7D';",True,1,"[{""part_number"": ""81-GCM188R71H104KA7D"", ""initial_quantity"": 593, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
ef391e23-610a-4799-aa3a-7a7bddf6947f,"88AP320-C0-BGR2C806-TN31 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='88AP320-C0-BGR2C806-TN31';",True,1,"[{""part_number"": ""88AP320-C0-BGR2C806-TN31"", ""description"": ""IC"", ""std_unit_cost"": 18000.0, ""std_selling_price"": 19800.0}]",1,,2026-02-27 08:25:46
68d3635b-e5a4-4146-9801-90141f12b0e7,88AP320-C0-BGR2C806-TN31의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='88AP320-C0-BGR2C806-TN31';",True,1,"[{""part_number"": ""88AP320-C0-BGR2C806-TN31"", ""current_quantity"": 38377, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
53e63f97-983b-4132-89a2-fef8de810acf,88AP320-C0-BGR2C806-TN31의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='88AP320-C0-BGR2C806-TN31';",True,1,"[{""part_number"": ""88AP320-C0-BGR2C806-TN31"", ""initial_quantity"": 267, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
886bd5ee-d2af-478d-9dba-e100524cb435,"88E111-CAA 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='88E111-CAA';",True,1,"[{""part_number"": ""88E111-CAA"", ""description"": ""IC"", ""std_unit_cost"": 13000.0, ""std_selling_price"": 14300.0}]",1,,2026-02-27 08:25:46
bf0cdc9c-2e1d-4c6b-b1b0-784fb81d2a8a,88E111-CAA의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='88E111-CAA';",True,1,"[{""part_number"": ""88E111-CAA"", ""current_quantity"": 31708, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
b974bd48-834e-46c4-99d8-8fb74d3e17fd,88E111-CAA의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='88E111-CAA';",True,1,"[{""part_number"": ""88E111-CAA"", ""initial_quantity"": 658, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
aa8d5b73-1c77-47cc-b24d-51d0450a6c0f,"88E1111-B2-BAB1I000 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='88E1111-B2-BAB1I000';",True,1,"[{""part_number"": ""88E1111-B2-BAB1I000"", ""description"": ""IC"", ""std_unit_cost"": 8000.0, ""std_selling_price"": 8800.0}]",1,,2026-02-27 08:25:46
7298587e-ad05-4771-9ab1-b4f34cac6aef,88E1111-B2-BAB1I000의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='88E1111-B2-BAB1I000';",True,1,"[{""part_number"": ""88E1111-B2-BAB1I000"", ""current_quantity"": 34801, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
2755c863-d711-49e8-98be-c5e8ede23305,88E1111-B2-BAB1I000의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='88E1111-B2-BAB1I000';",True,1,"[{""part_number"": ""88E1111-B2-BAB1I000"", ""initial_quantity"": 425, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
a1d85940-d275-4f8c-9158-59c7b574e233,"88E1111-BO-BAB-C000 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='88E1111-BO-BAB-C000';",True,1,"[{""part_number"": ""88E1111-BO-BAB-C000"", ""description"": ""IC"", ""std_unit_cost"": 13000.0, ""std_selling_price"": 14300.0}]",1,,2026-02-27 08:25:46
06b0ad72-b6be-4d28-809b-4030bee0e9ea,88E1111-BO-BAB-C000의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='88E1111-BO-BAB-C000';",True,1,"[{""part_number"": ""88E1111-BO-BAB-C000"", ""current_quantity"": 558, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
9b584447-e51e-4fcf-a9aa-a4c7342d91ce,88E1111-BO-BAB-C000의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='88E1111-BO-BAB-C000';",True,1,"[{""part_number"": ""88E1111-BO-BAB-C000"", ""initial_quantity"": 558, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
ba937805-1406-4a55-83af-55a2e0fbfaeb,"88E1322-A0-BAM2C000 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='88E1322-A0-BAM2C000';",True,1,"[{""part_number"": ""88E1322-A0-BAM2C000"", ""description"": ""IC"", ""std_unit_cost"": 4000.0, ""std_selling_price"": 4400.0}]",1,,2026-02-27 08:25:46
d45804b6-d55a-40f9-bf39-5f5ef15aceb9,88E1322-A0-BAM2C000의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='88E1322-A0-BAM2C000';",True,1,"[{""part_number"": ""88E1322-A0-BAM2C000"", ""current_quantity"": 33006, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
16190aa8-bb8f-442e-b193-60ed06131287,88E1322-A0-BAM2C000의 초기 재고 수량은?,"SELECT part_number, initial_quantity, stock_date FROM initial_inventory WHERE part_number='88E1322-A0-BAM2C000';",True,1,"[{""part_number"": ""88E1322-A0-BAM2C000"", ""initial_quantity"": 383, ""stock_date"": ""2022-12-31""}]",1,,2026-02-27 08:25:46
0ef9a13d-8542-407a-b640-1f1df3ac67c0,"88E3082-BAR1 제품의 설명, 표준원가, 표준판매가는?","SELECT part_number, description, std_unit_cost, std_selling_price FROM products WHERE part_number='88E3082-BAR1';",True,1,"[{""part_number"": ""88E3082-BAR1"", ""description"": ""IC"", ""std_unit_cost"": 5000.0, ""std_selling_price"": 5500.0}]",1,,2026-02-27 08:25:46
28cf4d53-2453-4478-be08-e02a4ee1627c,88E3082-BAR1의 현재 재고 수량은?,"SELECT part_number, current_quantity, last_updated FROM current_products WHERE part_number='88E3082-BAR1';",True,1,"[{""part_number"": ""88E3082-BAR1"", ""current_quantity"": 365, ""last_updated"": ""2026-02-19""}]",1,,2026-02-27 08:25:46
